aootype,word,aookey,aooname,subsidiary_count,charity_count,income,expend
B,object,8.0,BARNET,28,28,,
B,objects,8.0,BARNET,51,40,6705.0,5948.0
B,poor,8.0,BARNET,17,9,,
B,preservation,8.0,BARNET,5,5,,
B,preserve,8.0,BARNET,8,8,,
B,prevention,8.0,BARNET,12,11,4149.0,2822.0
B,promote,8.0,BARNET,55,48,2974937.095890411,2645474.21369863
B,promoting,8.0,BARNET,26,21,,
B,promotion,8.0,BARNET,21,19,,
B,provide,8.0,BARNET,55,47,,
B,providing,8.0,BARNET,55,45,49666.95068493151,46986.66849315068
B,provision,8.0,BARNET,105,89,42559.498630136986,38023.879452054796
B,public,8.0,BARNET,137,77,6705.0,5948.0
B,purpose,8.0,BARNET,20,18,,
B,purposes,8.0,BARNET,55,45,18306749.197260275,15983634.27671233
B,recreation,8.0,BARNET,40,40,,
B,relief,8.0,BARNET,82,64,40003.498630136986,34897.879452054796
B,relieve,8.0,BARNET,30,27,6705.0,5948.0
B,relieving,8.0,BARNET,6,5,,
B,see,8.0,BARNET,17,17,1895881.0,1328731.0
B,support,8.0,BARNET,47,35,,
B,towards,8.0,BARNET,14,14,3010791.5945205484,2677550.093150685
B,townswomens,8.0,BARNET,3,3,,
B,trustees,8.0,BARNET,40,34,16410868.197260274,14654903.27671233
B,unit,8.0,BARNET,4,4,,
B,work,8.0,BARNET,15,12,,
B,advance,9.0,BEXLEY,61,51,19787.0,18466.0
B,advancement,9.0,BEXLEY,26,19,7484.438356164384,12612.350684931507
B,assist,9.0,BEXLEY,13,12,42239956.16438356,36559561.64383562
B,benefit,9.0,BEXLEY,44,31,23230.39178082192,33550.23835616439
B,charitable,9.0,BEXLEY,76,21,16798.0,15769.0
B,educate,9.0,BEXLEY,5,5,,
B,education,9.0,BEXLEY,102,73,50372120.05479452,44610091.80273973
B,enable,9.0,BEXLEY,6,6,,
B,enhance,9.0,BEXLEY,4,3,,
B,help,9.0,BEXLEY,7,7,,
B,improve,9.0,BEXLEY,5,4,,
B,income,9.0,BEXLEY,5,4,12756.953424657535,18240.88767123288
B,maintenance,9.0,BEXLEY,3,3,12756.953424657535,18240.88767123288
B,object,9.0,BEXLEY,14,13,2989.0,2697.0
B,objects,9.0,BEXLEY,19,13,,
B,poor,9.0,BEXLEY,9,7,,
B,preserve,9.0,BEXLEY,5,5,,
B,prevention,9.0,BEXLEY,10,5,,
B,promote,9.0,BEXLEY,25,22,,
B,promoting,9.0,BEXLEY,10,8,,
B,promotion,9.0,BEXLEY,10,9,,
B,provide,9.0,BEXLEY,29,21,42239956.16438356,36559561.64383562
B,providing,9.0,BEXLEY,25,20,,
B,provision,9.0,BEXLEY,44,35,7484.438356164384,12612.350684931507
B,public,9.0,BEXLEY,51,29,10473.438356164384,15309.350684931507
B,purpose,9.0,BEXLEY,52,5,12756.953424657535,18240.88767123288
B,purposes,9.0,BEXLEY,72,20,16798.0,15769.0
B,recreation,9.0,BEXLEY,20,18,,
B,relief,9.0,BEXLEY,29,21,8124679.452054795,8037917.808219179
B,relieve,9.0,BEXLEY,18,17,16798.0,15769.0
B,see,9.0,BEXLEY,7,7,,
B,support,9.0,BEXLEY,19,16,12756.953424657535,18240.88767123288
B,towards,9.0,BEXLEY,7,6,12756.953424657535,18240.88767123288
B,trustees,9.0,BEXLEY,17,12,19787.0,18466.0
B,work,9.0,BEXLEY,5,4,42256754.16438356,36575330.64383562
B,advance,10.0,BRENT,98,77,16634.268493150685,12085.14794520548
B,advancement,10.0,BRENT,54,45,27492.0,23552.0
B,apply,10.0,BRENT,4,4,35854.498630136986,32075.879452054796
B,assist,10.0,BRENT,17,13,22167959.01369863,20875321.216438357
B,ato,10.0,BRENT,3,3,,
B,benefit,10.0,BRENT,109,71,22216859.167123288,20916741.47671233
B,charitable,10.0,BRENT,60,42,63346.498630136986,55627.879452054796
B,charitys,10.0,BRENT,8,8,,
B,educate,10.0,BRENT,6,6,,
B,education,10.0,BRENT,167,105,22247939.780821916,20943034.243835617
B,enable,10.0,BRENT,11,9,,
B,establish,10.0,BRENT,3,3,,
B,general,10.0,BRENT,13,13,27492.0,23552.0
B,help,10.0,BRENT,17,14,22167959.01369863,20875321.216438357
B,improve,10.0,BRENT,9,9,,
B,income,10.0,BRENT,9,9,,
B,instruction,10.0,BRENT,4,4,,
B,maintenance,10.0,BRENT,14,10,22167959.01369863,20875321.216438357
B,object,10.0,BRENT,33,32,27492.0,23552.0
B,objects,10.0,BRENT,47,30,27492.0,23552.0
B,poor,10.0,BRENT,14,9,22167959.01369863,20875321.216438357
B,preservation,10.0,BRENT,8,8,,
B,preserve,10.0,BRENT,5,5,,
B,prevention,10.0,BRENT,8,8,,
B,promote,10.0,BRENT,58,53,39492.0,32779.0
B,promoting,10.0,BRENT,11,9,22195451.01369863,20898873.216438357
B,promotion,10.0,BRENT,24,20,,
B,provide,10.0,BRENT,51,45,22167959.01369863,20875321.216438357
B,providing,10.0,BRENT,56,39,4634.268493150685,2858.1479452054796
B,provision,10.0,BRENT,98,75,22235939.780821916,20933807.243835617
B,public,10.0,BRENT,103,68,39492.0,32779.0
B,purpose,10.0,BRENT,18,14,,
B,purposes,10.0,BRENT,36,31,35854.498630136986,32075.879452054796
B,recreation,10.0,BRENT,32,32,27492.0,23552.0
B,relief,10.0,BRENT,48,39,22231305.512328766,20930949.09589041
B,relieve,10.0,BRENT,36,34,,
B,relieving,10.0,BRENT,5,5,,
B,see,10.0,BRENT,8,8,,
B,support,10.0,BRENT,42,32,,
B,towards,10.0,BRENT,7,6,22203813.512328766,20907397.09589041
B,trustees,10.0,BRENT,22,20,75346.49863013698,64854.879452054796
B,work,10.0,BRENT,14,12,,
B,advance,11.0,BROMLEY,93,66,17000.320547945204,7548.024657534246
B,advancement,11.0,BROMLEY,37,27,,
B,assist,11.0,BROMLEY,28,26,82697.45205479453,79258.73972602739
B,ato,11.0,BROMLEY,4,4,,
B,benefit,11.0,BROMLEY,81,56,498022.0109589041,476631.36164383567
B,charitable,11.0,BROMLEY,137,52,,
B,charitys,11.0,BROMLEY,3,3,50221.67123287672,45850.520547945205
B,educate,11.0,BROMLEY,14,14,,
B,education,11.0,BROMLEY,150,105,49476.10136986301,40956.243835616435
B,enable,11.0,BROMLEY,25,22,,
B,enhance,11.0,BROMLEY,7,7,,
B,establish,11.0,BROMLEY,4,4,,
B,general,11.0,BROMLEY,14,13,64.82191780821918,0.0
B,help,11.0,BROMLEY,17,15,,
B,improve,11.0,BROMLEY,16,15,,
B,income,11.0,BROMLEY,7,7,11203000.0,13946000.0
B,main,11.0,BROMLEY,4,4,,
B,maintenance,11.0,BROMLEY,8,8,50757.98904109589,37113.0
B,object,11.0,BROMLEY,25,23,50221.67123287672,45850.520547945205
B,objects,11.0,BROMLEY,40,28,,
B,payment,11.0,BROMLEY,5,3,356204.41643835616,360142.597260274
B,poor,11.0,BROMLEY,16,11,50818.82191780822,37113.0
B,preservation,11.0,BROMLEY,10,10,,
B,preserve,11.0,BROMLEY,12,12,8301.320547945204,117.02465753424657
B,prevention,11.0,BROMLEY,11,7,,
B,promote,11.0,BROMLEY,52,45,,
B,promoting,11.0,BROMLEY,27,21,,
B,promotion,11.0,BROMLEY,16,12,32475.780821917808,33408.21917808219
B,provide,11.0,BROMLEY,39,38,32475.780821917808,33408.21917808219
B,providing,11.0,BROMLEY,58,42,85194.84657534247,80823.37260273972
B,provision,11.0,BROMLEY,77,62,32475.780821917808,33408.21917808219
B,public,11.0,BROMLEY,133,72,40777.10136986301,33525.243835616435
B,purpose,11.0,BROMLEY,81,15,,
B,purposes,11.0,BROMLEY,119,38,356204.41643835616,360142.597260274
B,recreation,11.0,BROMLEY,31,28,50221.67123287672,45850.520547945205
B,relief,11.0,BROMLEY,54,37,50754.0,37113.0
B,relieve,11.0,BROMLEY,37,32,,
B,relieving,11.0,BROMLEY,8,8,,
B,safeguard,11.0,BROMLEY,3,3,,
B,see,11.0,BROMLEY,9,9,,
B,support,11.0,BROMLEY,46,36,8699.0,7431.0
B,towards,11.0,BROMLEY,19,19,,
B,trustees,11.0,BROMLEY,41,30,388680.19726027397,393550.8164383562
B,unit,11.0,BROMLEY,5,3,,
B,work,11.0,BROMLEY,23,20,32475.780821917808,33408.21917808219
B,works,11.0,BROMLEY,3,3,,
B,advance,12.0,CAMDEN,120,100,2986937.095890411,2654701.21369863
B,advancement,12.0,CAMDEN,54,47,3009844.197260274,2560099.7589041097
B,apply,12.0,CAMDEN,7,7,35854.498630136986,32075.879452054796
B,assist,12.0,CAMDEN,20,20,,
B,benefit,12.0,CAMDEN,120,86,23036755.030136988,21111763.147945207
B,charitable,12.0,CAMDEN,87,58,47675212.66849315,44137296.843835615
B,charitys,12.0,CAMDEN,7,7,,
B,educate,12.0,CAMDEN,6,6,,
B,education,12.0,CAMDEN,201,150,7576113.791780823,5642178.852054794
B,enable,12.0,CAMDEN,11,11,,
B,enhance,12.0,CAMDEN,7,7,,
B,establish,12.0,CAMDEN,13,13,,
B,general,12.0,CAMDEN,19,17,4919504.202739726,3542649.4410958905
B,help,12.0,CAMDEN,17,15,,
B,improve,12.0,CAMDEN,22,20,,
B,income,12.0,CAMDEN,14,13,,
B,instruction,12.0,CAMDEN,3,3,1543478.0,395302.0
B,maintenance,12.0,CAMDEN,23,19,3009844.197260274,2560099.7589041097
B,object,12.0,CAMDEN,45,40,,
B,objects,12.0,CAMDEN,50,40,,
B,pay,12.0,CAMDEN,3,3,35854.498630136986,32075.879452054796
B,poor,12.0,CAMDEN,19,12,1186.7397260273972,324.1095890410959
B,preservation,12.0,CAMDEN,7,6,,
B,preserve,12.0,CAMDEN,6,6,,
B,prevention,12.0,CAMDEN,11,9,,
B,promote,12.0,CAMDEN,65,54,2986937.095890411,2654701.21369863
B,promoting,12.0,CAMDEN,10,8,,
B,promotion,12.0,CAMDEN,25,21,3009844.197260274,2560099.7589041097
B,provide,12.0,CAMDEN,53,50,3009844.197260274,2560099.7589041097
B,providing,12.0,CAMDEN,69,56,,
B,provision,12.0,CAMDEN,95,72,35854.498630136986,32075.879452054796
B,public,12.0,CAMDEN,98,70,12000.0,9227.0
B,purchase,12.0,CAMDEN,5,4,1579332.498630137,427377.8794520548
B,purpose,12.0,CAMDEN,38,28,27631957.353424657,23535314.5369863
B,purposes,12.0,CAMDEN,57,39,49359342.26301369,44689618.47123287
B,recreation,12.0,CAMDEN,38,37,,
B,relief,12.0,CAMDEN,58,53,35854.498630136986,32075.879452054796
B,relieve,12.0,CAMDEN,39,35,,
B,relieving,12.0,CAMDEN,6,5,,
B,see,12.0,CAMDEN,16,15,140651.59452054795,157019.62739726028
B,support,12.0,CAMDEN,62,50,,
B,towards,12.0,CAMDEN,11,10,4554269.594520548,3072852.093150685
B,trustees,12.0,CAMDEN,43,36,27779967.698630136,23865059.99178082
B,unit,12.0,CAMDEN,3,3,,
B,work,12.0,CAMDEN,19,15,140651.59452054795,157019.62739726028
B,advance,13.0,CITY OF LONDON,113,87,148517.66301369865,95963.36438356165
B,advancement,13.0,CITY OF LONDON,67,45,29713160.501369864,37871327.79726027
B,apply,13.0,CITY OF LONDON,16,5,15093805.501369864,8459797.797260273
B,assist,13.0,CITY OF LONDON,30,24,14046000.0,28603000.0
B,benefit,13.0,CITY OF LONDON,138,90,34439215.31506849,40989295.56164384
B,charitable,13.0,CITY OF LONDON,118,69,32791418.7890411,38794097.665753424
B,charitys,13.0,CITY OF LONDON,5,5,5060.0,4690.0
B,distribution,13.0,CITY OF LONDON,6,5,,
B,educate,13.0,CITY OF LONDON,9,9,,
B,education,13.0,CITY OF LONDON,186,115,29856618.164383564,37962601.16164383
B,enable,13.0,CITY OF LONDON,25,21,,
B,general,13.0,CITY OF LONDON,35,20,15659490.501369864,9262215.797260273
B,help,13.0,CITY OF LONDON,13,9,0.0,0.0
B,improve,13.0,CITY OF LONDON,9,9,,
B,income,13.0,CITY OF LONDON,63,22,30249729.501369864,38279269.79726027
B,instruction,13.0,CITY OF LONDON,6,3,,
B,maintenance,13.0,CITY OF LONDON,42,22,15093805.501369864,8459797.797260273
B,object,13.0,CITY OF LONDON,19,17,14053670.0,28609112.0
B,objects,13.0,CITY OF LONDON,60,45,5060.0,4690.0
B,pay,13.0,CITY OF LONDON,5,5,15093805.501369864,8459797.797260273
B,payment,13.0,CITY OF LONDON,13,7,15093805.501369864,8459797.797260273
B,per,13.0,CITY OF LONDON,5,5,,
B,poor,13.0,CITY OF LONDON,77,21,29684044.501369864,37476851.79726027
B,preservation,13.0,CITY OF LONDON,15,13,7670.0,6112.0
B,preserve,13.0,CITY OF LONDON,13,13,,
B,prevention,13.0,CITY OF LONDON,16,14,14055955.0,28603298.0
B,promote,13.0,CITY OF LONDON,49,43,42856.0,17354.0
B,promoting,13.0,CITY OF LONDON,27,25,36749.0,9840.0
B,promotion,13.0,CITY OF LONDON,27,26,44419.0,15952.0
B,provide,13.0,CITY OF LONDON,52,30,14046000.0,28603000.0
B,providing,13.0,CITY OF LONDON,76,46,14055955.0,28603298.0
B,provision,13.0,CITY OF LONDON,168,60,2896145.0,3446722.0
B,public,13.0,CITY OF LONDON,171,96,137412.66301369865,83871.36438356165
B,purchase,13.0,CITY OF LONDON,8,7,14046000.0,28603000.0
B,purpose,13.0,CITY OF LONDON,42,23,14046000.0,28603000.0
B,purposes,13.0,CITY OF LONDON,77,53,32791418.7890411,38794097.665753424
B,recreation,13.0,CITY OF LONDON,20,20,7670.0,6112.0
B,relief,13.0,CITY OF LONDON,66,46,29222572.369863015,37143752.71780822
B,relieve,13.0,CITY OF LONDON,29,26,6107.0,7514.0
B,relieving,13.0,CITY OF LONDON,8,7,14046000.0,28603000.0
B,see,13.0,CITY OF LONDON,19,17,14077351.86849315,28654352.920547944
B,support,13.0,CITY OF LONDON,39,31,15202426.164383562,8525055.161643835
B,towards,13.0,CITY OF LONDON,23,15,15093805.501369864,8459797.797260273
B,trustees,13.0,CITY OF LONDON,75,38,15122535.501369864,8478299.797260273
B,work,13.0,CITY OF LONDON,44,22,15130554.501369864,8469637.797260273
B,advance,14.0,CITY OF WESTMINSTER,110,89,,
B,advancement,14.0,CITY OF WESTMINSTER,49,42,,
B,apply,14.0,CITY OF WESTMINSTER,3,3,,
B,assist,14.0,CITY OF WESTMINSTER,26,18,22183904.01369863,20890546.216438357
B,benefit,14.0,CITY OF WESTMINSTER,138,83,99201589.49315068,91909784.57260275
B,charitable,14.0,CITY OF WESTMINSTER,76,57,21598923.630136985,20934101.712328766
B,charitys,14.0,CITY OF WESTMINSTER,3,3,,
B,educate,14.0,CITY OF WESTMINSTER,4,4,,
B,education,14.0,CITY OF WESTMINSTER,180,117,22183904.01369863,20890546.216438357
B,enable,14.0,CITY OF WESTMINSTER,14,11,,
B,enhance,14.0,CITY OF WESTMINSTER,6,6,,
B,establish,14.0,CITY OF WESTMINSTER,4,4,,
B,general,14.0,CITY OF WESTMINSTER,62,16,46491.0,21810.0
B,help,14.0,CITY OF WESTMINSTER,14,12,22167959.01369863,20875321.216438357
B,improve,14.0,CITY OF WESTMINSTER,15,13,,
B,income,14.0,CITY OF WESTMINSTER,11,10,55434706.84931507,50100361.64383562
B,instruction,14.0,CITY OF WESTMINSTER,4,4,,
B,maintenance,14.0,CITY OF WESTMINSTER,31,23,77602665.8630137,70975682.86027397
B,object,14.0,CITY OF WESTMINSTER,22,22,,
B,objects,14.0,CITY OF WESTMINSTER,58,49,,
B,payment,14.0,CITY OF WESTMINSTER,75,6,22214450.01369863,20897131.216438357
B,poor,14.0,CITY OF WESTMINSTER,76,30,77602665.8630137,70975682.86027397
B,preservation,14.0,CITY OF WESTMINSTER,14,10,,
B,preserve,14.0,CITY OF WESTMINSTER,7,7,,
B,prevention,14.0,CITY OF WESTMINSTER,13,9,,
B,promote,14.0,CITY OF WESTMINSTER,58,51,,
B,promoting,14.0,CITY OF WESTMINSTER,16,15,22167959.01369863,20875321.216438357
B,promotion,14.0,CITY OF WESTMINSTER,24,21,15945.0,15225.0
B,provide,14.0,CITY OF WESTMINSTER,60,42,24443868.515068494,23070182.378082193
B,providing,14.0,CITY OF WESTMINSTER,56,48,15945.0,15225.0
B,provision,14.0,CITY OF WESTMINSTER,99,68,22167959.01369863,20875321.216438357
B,public,14.0,CITY OF WESTMINSTER,119,76,15945.0,15225.0
B,purchase,14.0,CITY OF WESTMINSTER,3,3,,
B,purpose,14.0,CITY OF WESTMINSTER,12,9,,
B,purposes,14.0,CITY OF WESTMINSTER,76,44,21598923.630136985,20934101.712328766
B,recreation,14.0,CITY OF WESTMINSTER,21,21,,
B,relief,14.0,CITY OF WESTMINSTER,60,54,22167959.01369863,20875321.216438357
B,relieve,14.0,CITY OF WESTMINSTER,39,37,15945.0,15225.0
B,relieving,14.0,CITY OF WESTMINSTER,5,5,,
B,see,14.0,CITY OF WESTMINSTER,16,16,,
B,support,14.0,CITY OF WESTMINSTER,56,48,,
B,towards,14.0,CITY OF WESTMINSTER,8,6,22982260.920547944,21400462.520547945
B,trustees,14.0,CITY OF WESTMINSTER,37,27,15945.0,15225.0
B,work,14.0,CITY OF WESTMINSTER,14,12,,
B,works,14.0,CITY OF WESTMINSTER,6,3,22167959.01369863,20875321.216438357
B,advance,15.0,CROYDON,120,91,63943.12328767123,57577.17260273972
B,advancement,15.0,CROYDON,40,36,,
B,apply,15.0,CROYDON,7,6,,
B,assist,15.0,CROYDON,25,23,,
B,benefit,15.0,CROYDON,126,82,1052741.6438356165,1016165.6876712329
B,charitable,15.0,CROYDON,66,51,316000.0,732000.0
B,charitys,15.0,CROYDON,10,10,46870.02739726027,44755.39726027397
B,educate,15.0,CROYDON,9,9,,
B,education,15.0,CROYDON,160,120,17073.095890410958,12821.775342465753
B,enable,15.0,CROYDON,20,18,,
B,enhance,15.0,CROYDON,7,7,,
B,establish,15.0,CROYDON,3,3,,
B,general,15.0,CROYDON,22,16,86591.90136986302,80309.72054794521
B,help,15.0,CROYDON,7,7,,
B,improve,15.0,CROYDON,20,19,,
B,income,15.0,CROYDON,41,16,1001454.5424657535,969743.2219178082
B,instruction,15.0,CROYDON,4,4,,
B,maintenance,15.0,CROYDON,22,11,954584.5150684932,924987.8246575342
B,object,15.0,CROYDON,26,25,,
B,objects,15.0,CROYDON,60,42,94062.37808219178,89083.61643835617
B,poor,15.0,CROYDON,40,20,1005871.6164383562,971410.2904109589
B,preservation,15.0,CROYDON,11,11,,
B,preserve,15.0,CROYDON,11,11,,
B,prevention,15.0,CROYDON,6,6,46870.02739726027,44755.39726027397
B,promote,15.0,CROYDON,65,55,47192.35068493151,44328.219178082196
B,promoting,15.0,CROYDON,28,24,46870.02739726027,44755.39726027397
B,promotion,15.0,CROYDON,7,6,,
B,provide,15.0,CROYDON,47,42,,
B,providing,15.0,CROYDON,60,49,46870.02739726027,44755.39726027397
B,provision,15.0,CROYDON,106,72,1002451.0136986302,970661.3479452055
B,public,15.0,CROYDON,126,82,111135.47397260273,101905.39178082193
B,purpose,15.0,CROYDON,23,21,363192.3506849315,776328.2191780822
B,purposes,15.0,CROYDON,45,35,351627.12328767125,765460.0767123287
B,recreation,15.0,CROYDON,33,31,,
B,relief,15.0,CROYDON,65,50,1018527.6383561644,982564.9972602739
B,relieve,15.0,CROYDON,50,44,63943.12328767123,57577.17260273972
B,relieving,15.0,CROYDON,10,10,47192.35068493151,44328.219178082196
B,see,15.0,CROYDON,10,10,333073.09589041094,744821.7753424657
B,support,15.0,CROYDON,37,34,,
B,towards,15.0,CROYDON,13,13,,
B,townswomens,15.0,CROYDON,3,3,,
B,trustees,15.0,CROYDON,50,34,46870.02739726027,44755.39726027397
B,unit,15.0,CROYDON,5,4,,
B,work,15.0,CROYDON,18,17,,
B,advance,16.0,EALING,97,74,27455.0,20634.0
B,advancement,16.0,EALING,36,31,5431.0,3313.0
B,assist,16.0,EALING,24,20,,
B,benefit,16.0,EALING,139,51,1384296.0164383561,1039794.0136986302
B,charitable,16.0,EALING,61,45,20249634.69863014,18208535.397260275
B,charitys,16.0,EALING,5,5,,
B,educate,16.0,EALING,9,9,,
B,education,16.0,EALING,152,109,27455.0,20634.0
B,enable,16.0,EALING,9,9,,
B,enhance,16.0,EALING,10,10,,
B,establish,16.0,EALING,5,5,,
B,general,16.0,EALING,30,14,1086.0164383561644,723.013698630137
B,help,16.0,EALING,9,9,,
B,improve,16.0,EALING,9,9,,
B,income,16.0,EALING,29,6,1404664.0931506848,1053132.0219178083
B,object,16.0,EALING,23,23,,
B,objects,16.0,EALING,39,27,,
B,poor,16.0,EALING,45,12,1379585.9890410958,1033968.6684931507
B,preservation,16.0,EALING,5,5,,
B,preserve,16.0,EALING,6,6,15455.0,11407.0
B,prevention,16.0,EALING,8,7,,
B,promote,16.0,EALING,49,45,27455.0,20634.0
B,promoting,16.0,EALING,16,14,,
B,promotion,16.0,EALING,14,13,,
B,provide,16.0,EALING,43,39,,
B,providing,16.0,EALING,42,36,,
B,provision,16.0,EALING,90,69,15455.0,11407.0
B,public,16.0,EALING,91,56,12000.0,9227.0
B,purpose,16.0,EALING,11,8,,
B,purposes,16.0,EALING,39,31,20249634.69863014,18208535.397260275
B,recreation,16.0,EALING,21,21,,
B,relief,16.0,EALING,43,38,8375.98904109589,4124.668493150685
B,relieve,16.0,EALING,34,32,15455.0,11407.0
B,relieving,16.0,EALING,18,5,1371210.0,1029844.0
B,see,16.0,EALING,8,7,,
B,support,16.0,EALING,27,25,16541.016438356164,12130.013698630137
B,towards,16.0,EALING,7,7,,
B,trustees,16.0,EALING,38,23,17758223.69863014,15661898.397260275
B,work,16.0,EALING,12,11,15455.0,11407.0
B,works,16.0,EALING,5,4,,
B,advance,17.0,ENFIELD,105,75,0.0,0.0
B,advancement,17.0,ENFIELD,41,34,105644.76712328767,104685.40273972602
B,assist,17.0,ENFIELD,17,17,,
B,benefit,17.0,ENFIELD,72,54,,
B,charitable,17.0,ENFIELD,55,38,,
B,educate,17.0,ENFIELD,11,11,,
B,education,17.0,ENFIELD,158,100,105644.76712328767,104685.40273972602
B,enable,17.0,ENFIELD,18,16,0.0,0.0
B,enhance,17.0,ENFIELD,8,7,,
B,establish,17.0,ENFIELD,4,4,,
B,general,17.0,ENFIELD,13,12,,
B,help,17.0,ENFIELD,12,11,0.0,0.0
B,improve,17.0,ENFIELD,10,9,,
B,income,17.0,ENFIELD,4,4,,
B,main,17.0,ENFIELD,3,3,,
B,maintenance,17.0,ENFIELD,3,3,,
B,object,17.0,ENFIELD,21,21,,
B,objects,17.0,ENFIELD,31,26,0.0,0.0
B,poor,17.0,ENFIELD,17,12,,
B,preservation,17.0,ENFIELD,7,7,,
B,preserve,17.0,ENFIELD,6,6,,
B,prevention,17.0,ENFIELD,7,7,,
B,promote,17.0,ENFIELD,42,35,,
B,promoting,17.0,ENFIELD,17,15,,
B,promotion,17.0,ENFIELD,8,8,,
B,provide,17.0,ENFIELD,38,36,,
B,providing,17.0,ENFIELD,44,29,,
B,provision,17.0,ENFIELD,72,59,,
B,public,17.0,ENFIELD,104,58,,
B,purpose,17.0,ENFIELD,21,16,,
B,purposes,17.0,ENFIELD,40,30,,
B,recreation,17.0,ENFIELD,34,33,,
B,relief,17.0,ENFIELD,49,45,,
B,relieve,17.0,ENFIELD,21,20,,
B,relieving,17.0,ENFIELD,10,9,,
B,see,17.0,ENFIELD,7,7,,
B,support,17.0,ENFIELD,46,36,,
B,towards,17.0,ENFIELD,10,10,,
B,townswomens,17.0,ENFIELD,4,4,,
B,trustees,17.0,ENFIELD,19,16,,
B,unit,17.0,ENFIELD,4,3,,
B,work,17.0,ENFIELD,7,7,,
B,advance,18.0,GREENWICH,94,71,,
B,advancement,18.0,GREENWICH,63,47,7484.438356164384,12612.350684931507
B,assist,18.0,GREENWICH,21,19,,
B,benefit,18.0,GREENWICH,111,72,267896.0219178082,147621.44657534247
B,charitable,18.0,GREENWICH,110,46,,
B,charitys,18.0,GREENWICH,13,10,,
B,educate,18.0,GREENWICH,4,4,,
B,education,18.0,GREENWICH,178,126,7484.438356164384,12612.350684931507
B,enable,18.0,GREENWICH,11,11,,
B,enhance,18.0,GREENWICH,17,17,,
B,establish,18.0,GREENWICH,9,7,,
B,general,18.0,GREENWICH,11,11,155964.0,184852.0
B,help,18.0,GREENWICH,11,10,,
B,improve,18.0,GREENWICH,12,11,,
B,income,18.0,GREENWICH,10,6,11203000.0,13946000.0
B,maintenance,18.0,GREENWICH,9,9,,
B,object,18.0,GREENWICH,29,28,,
B,objects,18.0,GREENWICH,44,32,,
B,poor,18.0,GREENWICH,32,11,453702.4904109589,291032.4602739726
B,preservation,18.0,GREENWICH,6,6,,
B,preserve,18.0,GREENWICH,6,6,,
B,prevention,18.0,GREENWICH,14,10,,
B,promote,18.0,GREENWICH,49,40,,
B,promoting,18.0,GREENWICH,24,21,0.0,0.0
B,promotion,18.0,GREENWICH,8,8,,
B,provide,18.0,GREENWICH,57,52,260411.58356164384,135009.09589041097
B,providing,18.0,GREENWICH,57,45,,
B,provision,18.0,GREENWICH,81,66,7484.438356164384,12612.350684931507
B,public,18.0,GREENWICH,93,58,7484.438356164384,12612.350684931507
B,purpose,18.0,GREENWICH,59,11,,
B,purposes,18.0,GREENWICH,92,38,155964.0,184852.0
B,recreation,18.0,GREENWICH,30,29,0.0,0.0
B,relief,18.0,GREENWICH,57,43,0.0,0.0
B,relieve,18.0,GREENWICH,38,34,,
B,relieving,18.0,GREENWICH,8,7,,
B,see,18.0,GREENWICH,7,7,,
B,support,18.0,GREENWICH,40,33,0.0,0.0
B,towards,18.0,GREENWICH,6,6,155964.0,184852.0
B,trustees,18.0,GREENWICH,30,24,155964.0,184852.0
B,work,18.0,GREENWICH,17,15,,
B,advance,19.0,HACKNEY,145,118,3611.0794520547947,3151.3424657534247
B,advancement,19.0,HACKNEY,125,84,2228170.610958904,1473608.2821917806
B,apply,19.0,HACKNEY,6,5,,
B,assist,19.0,HACKNEY,24,23,,
B,ato,19.0,HACKNEY,4,4,,
B,benefit,19.0,HACKNEY,170,111,257613.27123287672,268723.7479452055
B,charitable,19.0,HACKNEY,94,68,1395846.2575342467,1105164.8328767123
B,charitys,19.0,HACKNEY,5,4,,
B,distribution,19.0,HACKNEY,4,3,,
B,educate,19.0,HACKNEY,3,3,,
B,education,19.0,HACKNEY,243,184,1663745.2684931506,1264335.3945205477
B,enable,19.0,HACKNEY,27,24,,
B,enhance,19.0,HACKNEY,3,3,,
B,establish,19.0,HACKNEY,6,6,,
B,general,19.0,HACKNEY,15,13,1392235.1780821919,1102013.4904109589
B,help,19.0,HACKNEY,26,22,,
B,improve,19.0,HACKNEY,18,18,,
B,income,19.0,HACKNEY,19,11,254002.19178082192,265572.40547945205
B,maintenance,19.0,HACKNEY,18,16,,
B,object,19.0,HACKNEY,56,55,,
B,objects,19.0,HACKNEY,64,45,,
B,poor,19.0,HACKNEY,15,11,626340.0,700175.0
B,preservation,19.0,HACKNEY,17,17,,
B,preserve,19.0,HACKNEY,14,13,,
B,prevention,19.0,HACKNEY,14,13,,
B,promote,19.0,HACKNEY,76,65,3611.0794520547947,3151.3424657534247
B,promoting,19.0,HACKNEY,14,14,52933.57808219178,45947.7698630137
B,promotion,19.0,HACKNEY,30,28,45570.80547945206,39980.16438356164
B,provide,19.0,HACKNEY,70,58,,
B,providing,19.0,HACKNEY,98,66,169394.62739726028,73242.62739726028
B,provision,19.0,HACKNEY,179,119,0.0,0.0
B,public,19.0,HACKNEY,123,86,1151059.7479452055,1296561.0191780822
B,purpose,19.0,HACKNEY,15,15,,
B,purposes,19.0,HACKNEY,90,49,1581403.2575342467,1345333.8328767123
B,recreation,19.0,HACKNEY,56,54,,
B,relief,19.0,HACKNEY,134,81,1831794.3698630137,1607754.895890411
