aootype,word,aookey,aooname,subsidiary_count,charity_count,income,expend
B,instruction,123.0,NORTHAMPTONSHIRE,11,11,3148.3506849315067,0.0
B,maintenance,123.0,NORTHAMPTONSHIRE,47,41,4896999.991780822,4515898.065753425
B,object,123.0,NORTHAMPTONSHIRE,66,61,991934.0,794692.0
B,objects,123.0,NORTHAMPTONSHIRE,97,77,254387360.4520548,223324587.02739727
B,pay,123.0,NORTHAMPTONSHIRE,5,5,,
B,payment,123.0,NORTHAMPTONSHIRE,3,3,,
B,poor,123.0,NORTHAMPTONSHIRE,163,99,649908.5424657534,712767.1863013698
B,preservation,123.0,NORTHAMPTONSHIRE,28,27,,
B,preserve,123.0,NORTHAMPTONSHIRE,26,26,,
B,prevention,123.0,NORTHAMPTONSHIRE,16,15,350711.0,776112.0
B,promote,123.0,NORTHAMPTONSHIRE,159,130,5835172.942465753,5281935.991780822
B,promoting,123.0,NORTHAMPTONSHIRE,76,65,343164.0,749943.0
B,promotion,123.0,NORTHAMPTONSHIRE,31,28,,
B,provide,123.0,NORTHAMPTONSHIRE,156,127,1342645.0,1570804.0
B,providing,123.0,NORTHAMPTONSHIRE,127,107,254825455.55342466,224138548.37808222
B,provision,123.0,NORTHAMPTONSHIRE,227,181,499954.08493150683,876616.9835616439
B,public,123.0,NORTHAMPTONSHIRE,280,174,254403207.39452055,223314183.0191781
B,purchase,123.0,NORTHAMPTONSHIRE,9,5,343164.0,749943.0
B,purpose,123.0,NORTHAMPTONSHIRE,57,45,5921691.942465753,5934735.991780822
B,purposes,123.0,NORTHAMPTONSHIRE,127,94,6307744.150684931,6294400.728767123
B,recreation,123.0,NORTHAMPTONSHIRE,84,80,1075784.6410958904,871472.0657534247
B,relief,123.0,NORTHAMPTONSHIRE,136,107,635086.0,1033626.0
B,relieve,123.0,NORTHAMPTONSHIRE,74,70,7547.0,26169.0
B,relieving,123.0,NORTHAMPTONSHIRE,20,16,5690.942465753425,2617.991780821918
B,safeguard,123.0,NORTHAMPTONSHIRE,6,6,,
B,see,123.0,NORTHAMPTONSHIRE,26,25,1115126.9260273972,1501833.7315068494
B,support,123.0,NORTHAMPTONSHIRE,101,78,253395426.4520548,222529895.02739727
B,towards,123.0,NORTHAMPTONSHIRE,38,37,,
B,townswomens,123.0,NORTHAMPTONSHIRE,4,4,,
B,trustees,123.0,NORTHAMPTONSHIRE,87,70,4492087.0,3728491.0
B,unit,123.0,NORTHAMPTONSHIRE,7,5,392969.0,789615.0
B,work,123.0,NORTHAMPTONSHIRE,47,37,69805.0,59011.0
B,works,123.0,NORTHAMPTONSHIRE,7,7,,
B,advance,124.0,NORTHUMBERLAND,223,186,,
B,advancement,124.0,NORTHUMBERLAND,70,63,,
B,apply,124.0,NORTHUMBERLAND,11,11,,
B,assist,124.0,NORTHUMBERLAND,45,41,,
B,ato,124.0,NORTHUMBERLAND,3,3,,
B,benefit,124.0,NORTHUMBERLAND,275,199,392419.098630137,395929.1068493151
B,charitable,124.0,NORTHUMBERLAND,154,124,3325535.087671233,2798979.3205479453
B,charitys,124.0,NORTHUMBERLAND,11,11,,
B,educate,124.0,NORTHUMBERLAND,28,27,,
B,education,124.0,NORTHUMBERLAND,410,305,3125438.087671233,2580054.3205479453
B,enable,124.0,NORTHUMBERLAND,42,41,,
B,enhance,124.0,NORTHUMBERLAND,27,27,,
B,establish,124.0,NORTHUMBERLAND,9,9,,
B,general,124.0,NORTHUMBERLAND,48,37,3118720.087671233,2573727.3205479453
B,help,124.0,NORTHUMBERLAND,19,17,,
B,improve,124.0,NORTHUMBERLAND,58,56,,
B,income,124.0,NORTHUMBERLAND,41,31,,
B,instruction,124.0,NORTHUMBERLAND,6,6,,
B,main,124.0,NORTHUMBERLAND,3,3,,
B,maintenance,124.0,NORTHUMBERLAND,33,30,3127620.087671233,2581977.3205479453
B,object,124.0,NORTHUMBERLAND,78,75,6718.0,6327.0
B,objects,124.0,NORTHUMBERLAND,86,66,,
B,pay,124.0,NORTHUMBERLAND,3,3,,
B,payment,124.0,NORTHUMBERLAND,19,6,9688.758904109589,5943.0
B,per,124.0,NORTHUMBERLAND,5,3,,
B,poor,124.0,NORTHUMBERLAND,69,42,1179.7589041095891,0.0
B,preservation,124.0,NORTHUMBERLAND,29,25,,
B,preserve,124.0,NORTHUMBERLAND,7,7,2729962.0,2335330.0
B,prevention,124.0,NORTHUMBERLAND,13,13,,
B,promote,124.0,NORTHUMBERLAND,171,146,200097.0,218925.0
B,promoting,124.0,NORTHUMBERLAND,39,38,,
B,promotion,124.0,NORTHUMBERLAND,44,40,3118720.087671233,2573727.3205479453
B,provide,124.0,NORTHUMBERLAND,158,137,36768.98630136986,9329.369863013699
B,providing,124.0,NORTHUMBERLAND,94,78,,
B,provision,124.0,NORTHUMBERLAND,205,166,73681.03561643836,75572.76438356165
B,public,124.0,NORTHUMBERLAND,229,146,6718.0,6327.0
B,purchase,124.0,NORTHUMBERLAND,3,3,66963.03561643836,69245.76438356165
B,purpose,124.0,NORTHUMBERLAND,43,39,3118720.087671233,2573727.3205479453
B,purposes,124.0,NORTHUMBERLAND,89,79,3325535.087671233,2798979.3205479453
B,recreation,124.0,NORTHUMBERLAND,105,99,8900.0,8250.0
B,relief,124.0,NORTHUMBERLAND,119,109,6718.0,6327.0
B,relieve,124.0,NORTHUMBERLAND,66,61,,
B,relieving,124.0,NORTHUMBERLAND,10,10,,
B,see,124.0,NORTHUMBERLAND,30,30,200097.0,218925.0
B,support,124.0,NORTHUMBERLAND,86,74,3118720.087671233,2573727.3205479453
B,towards,124.0,NORTHUMBERLAND,23,20,,
B,trustees,124.0,NORTHUMBERLAND,72,63,3133997.117808219,2588961.468493151
B,work,124.0,NORTHUMBERLAND,25,21,,
B,works,124.0,NORTHUMBERLAND,4,4,,
B,advance,125.0,NOTTINGHAMSHIRE,329,276,33498.0,39273.0
B,advancement,125.0,NOTTINGHAMSHIRE,93,86,425731.0,402799.0
B,apply,125.0,NOTTINGHAMSHIRE,15,14,,
B,assist,125.0,NOTTINGHAMSHIRE,57,52,,
B,benefit,125.0,NOTTINGHAMSHIRE,385,262,21926645.10410959,21048157.78630137
B,charitable,125.0,NOTTINGHAMSHIRE,237,186,22065253.0,21256129.0
B,charitys,125.0,NOTTINGHAMSHIRE,11,11,,
B,distribution,125.0,NOTTINGHAMSHIRE,8,8,82220.12602739726,75493.39726027397
B,educate,125.0,NOTTINGHAMSHIRE,24,24,,
B,education,125.0,NOTTINGHAMSHIRE,543,393,7528508.476712328,7541667.868493151
B,enable,125.0,NOTTINGHAMSHIRE,79,79,10000.0,10000.0
B,enhance,125.0,NOTTINGHAMSHIRE,29,29,,
B,establish,125.0,NOTTINGHAMSHIRE,19,19,,
B,general,125.0,NOTTINGHAMSHIRE,53,42,18049.745205479452,18717.213698630138
B,help,125.0,NOTTINGHAMSHIRE,39,38,,
B,improve,125.0,NOTTINGHAMSHIRE,47,46,33498.0,39273.0
B,income,125.0,NOTTINGHAMSHIRE,61,36,268473.76712328766,194353.69589041095
B,instruction,125.0,NOTTINGHAMSHIRE,17,17,,
B,maintenance,125.0,NOTTINGHAMSHIRE,54,42,257754.8821917808,186436.8109589041
B,object,125.0,NOTTINGHAMSHIRE,82,75,,
B,objects,125.0,NOTTINGHAMSHIRE,105,89,41844.64109589041,35731.12328767123
B,pay,125.0,NOTTINGHAMSHIRE,7,5,240.33972602739726,9001.271232876712
B,payment,125.0,NOTTINGHAMSHIRE,3,3,,
B,per,125.0,NOTTINGHAMSHIRE,5,5,,
B,poor,125.0,NOTTINGHAMSHIRE,131,73,270004.89315068495,195637.09315068493
B,preservation,125.0,NOTTINGHAMSHIRE,41,39,91711.04657534247,28724.087671232875
B,preserve,125.0,NOTTINGHAMSHIRE,41,40,,
B,prevention,125.0,NOTTINGHAMSHIRE,17,17,,
B,promote,125.0,NOTTINGHAMSHIRE,195,168,607599.6410958904,560587.1232876712
B,promoting,125.0,NOTTINGHAMSHIRE,53,39,146373.0,122057.0
B,promotion,125.0,NOTTINGHAMSHIRE,55,47,,
B,provide,125.0,NOTTINGHAMSHIRE,152,134,6658196.339726027,6784069.271232877
B,providing,125.0,NOTTINGHAMSHIRE,156,136,717957.7780821917,614124.7205479452
B,provision,125.0,NOTTINGHAMSHIRE,325,252,1247646.7424657533,1077441.0547945206
B,public,125.0,NOTTINGHAMSHIRE,284,188,173522.0,161330.0
B,purchase,125.0,NOTTINGHAMSHIRE,5,5,41.88493150684931,41.88493150684931
B,purpose,125.0,NOTTINGHAMSHIRE,63,48,459229.0,442072.0
B,purposes,125.0,NOTTINGHAMSHIRE,131,93,21499498.0,20731273.0
B,recreation,125.0,NOTTINGHAMSHIRE,103,95,10000.0,10000.0
B,relief,125.0,NOTTINGHAMSHIRE,142,124,577247.0465753425,481195.0876712329
B,relieve,125.0,NOTTINGHAMSHIRE,114,107,140024.0,122057.0
B,relieving,125.0,NOTTINGHAMSHIRE,14,13,231735.04657534248,150781.08767123288
B,safeguard,125.0,NOTTINGHAMSHIRE,7,7,,
B,see,125.0,NOTTINGHAMSHIRE,42,28,66183.20547945205,53550.77534246576
B,support,125.0,NOTTINGHAMSHIRE,137,115,150024.0,132057.0
B,towards,125.0,NOTTINGHAMSHIRE,31,27,250622.47671232876,184595.8684931507
B,trustees,125.0,NOTTINGHAMSHIRE,110,86,735953.1369863014,681872.597260274
B,unit,125.0,NOTTINGHAMSHIRE,3,3,49805.0,39672.0
B,work,125.0,NOTTINGHAMSHIRE,53,46,49805.0,39672.0
B,works,125.0,NOTTINGHAMSHIRE,6,6,,
B,advance,126.0,OXFORDSHIRE,300,244,124045.0301369863,94824.22465753424
B,advancement,126.0,OXFORDSHIRE,130,113,3060871.580821918,2589143.909589041
B,apply,126.0,OXFORDSHIRE,12,12,25413.0,16715.0
B,assist,126.0,OXFORDSHIRE,74,62,414559.92876712326,309314.9315068493
B,ato,126.0,OXFORDSHIRE,3,3,,
B,benefit,126.0,OXFORDSHIRE,405,241,19276898.906849317,17781463.00547945
B,charitable,126.0,OXFORDSHIRE,221,182,1350545.8,710593.7342465753
B,charitys,126.0,OXFORDSHIRE,8,8,,
B,educate,126.0,OXFORDSHIRE,19,19,,
B,education,126.0,OXFORDSHIRE,644,424,4096059.391780822,3499673.482191781
B,enable,126.0,OXFORDSHIRE,133,129,7488.427397260274,7469.479452054795
B,enhance,126.0,OXFORDSHIRE,64,64,1134414.0,540844.0
B,establish,126.0,OXFORDSHIRE,17,17,16741.0,18566.0
B,general,126.0,OXFORDSHIRE,93,53,23227137.273972604,21098296.575342465
B,help,126.0,OXFORDSHIRE,27,23,,
B,improve,126.0,OXFORDSHIRE,61,61,7488.427397260274,7469.479452054795
B,income,126.0,OXFORDSHIRE,63,39,26515600.575342465,23393977.06027397
B,instruction,126.0,OXFORDSHIRE,13,13,10636.77808219178,7469.479452054795
B,main,126.0,OXFORDSHIRE,7,7,,
B,maintenance,126.0,OXFORDSHIRE,62,45,7870556.610958904,6645589.452054795
B,object,126.0,OXFORDSHIRE,85,77,879710.0,3115474.0
B,objects,126.0,OXFORDSHIRE,137,113,180914.0,43323.0
B,pay,126.0,OXFORDSHIRE,5,4,,
B,payment,126.0,OXFORDSHIRE,13,12,798334.7726027397,582407.9780821918
B,per,126.0,OXFORDSHIRE,4,4,,
B,poor,126.0,OXFORDSHIRE,328,87,2598156.301369863,2191104.682191781
B,preservation,126.0,OXFORDSHIRE,28,28,,
B,preserve,126.0,OXFORDSHIRE,19,19,,
B,prevention,126.0,OXFORDSHIRE,12,12,,
B,promote,126.0,OXFORDSHIRE,196,164,4522467.0,3731289.0
B,promoting,126.0,OXFORDSHIRE,119,71,358929.92876712326,267200.9315068493
B,promotion,126.0,OXFORDSHIRE,61,54,3173994.580821918,2586648.909589041
B,provide,126.0,OXFORDSHIRE,215,174,29390434.00547945,25790176.052054796
B,providing,126.0,OXFORDSHIRE,162,116,1482478.9643835616,779800.9671232877
B,provision,126.0,OXFORDSHIRE,238,189,46566005.980821915,41624014.42739726
B,public,126.0,OXFORDSHIRE,319,213,105016.61369863013,85327.70684931507
B,purchase,126.0,OXFORDSHIRE,8,6,26155145.20547945,23033720.547945205
B,purpose,126.0,OXFORDSHIRE,48,43,9284543.197260274,9739919.75890411
B,purposes,126.0,OXFORDSHIRE,167,137,5809351.8,4389442.734246575
B,recreation,126.0,OXFORDSHIRE,106,102,247256.95616438356,92071.10410958904
B,relief,126.0,OXFORDSHIRE,165,139,644875.8520547946,630871.4164383562
B,relieve,126.0,OXFORDSHIRE,119,74,818145.3342465754,595939.8630136986
B,relieving,126.0,OXFORDSHIRE,72,15,353820.96438356163,262091.96712328767
B,safeguard,126.0,OXFORDSHIRE,5,5,,
B,see,126.0,OXFORDSHIRE,43,36,30862.405479452056,23096.54794520548
B,support,126.0,OXFORDSHIRE,130,103,1151219.0,630137.0
B,towards,126.0,OXFORDSHIRE,29,29,18742454.09041096,17400092.235616438
B,townswomens,126.0,OXFORDSHIRE,3,3,,
B,trustees,126.0,OXFORDSHIRE,124,102,4558356.9479452055,3749075.317808219
B,unit,126.0,OXFORDSHIRE,9,7,,
B,work,126.0,OXFORDSHIRE,57,46,20824938.97808219,19208161.687671233
B,works,126.0,OXFORDSHIRE,14,13,,
B,advance,127.0,POWYS,53,47,12000.0,9227.0
B,advancement,127.0,POWYS,52,21,2089.2602739726026,1774.1260273972603
B,assist,127.0,POWYS,15,13,,
B,benefit,127.0,POWYS,136,64,56569.2602739726,53481.12602739726
B,charitable,127.0,POWYS,63,38,,
B,educate,127.0,POWYS,5,5,,
B,education,127.0,POWYS,130,83,14089.260273972603,11001.12602739726
B,enable,127.0,POWYS,9,9,,
B,enhance,127.0,POWYS,9,9,,
B,establish,127.0,POWYS,4,4,,
B,general,127.0,POWYS,84,8,2089.2602739726026,1774.1260273972603
B,help,127.0,POWYS,5,5,,
B,improve,127.0,POWYS,12,11,,
B,income,127.0,POWYS,6,5,,
B,instruction,127.0,POWYS,4,4,,
B,main,127.0,POWYS,3,3,,
B,maintenance,127.0,POWYS,9,8,,
B,object,127.0,POWYS,25,24,,
B,objects,127.0,POWYS,19,16,,
B,poor,127.0,POWYS,106,9,2089.2602739726026,1774.1260273972603
B,preservation,127.0,POWYS,11,7,,
B,preserve,127.0,POWYS,6,6,,
B,prevention,127.0,POWYS,6,5,,
B,promote,127.0,POWYS,64,52,54480.0,51707.0
B,promoting,127.0,POWYS,8,8,,
B,promotion,127.0,POWYS,20,14,,
B,provide,127.0,POWYS,34,29,,
B,providing,127.0,POWYS,30,29,,
B,provision,127.0,POWYS,70,55,2089.2602739726026,1774.1260273972603
B,public,127.0,POWYS,72,50,54480.0,51707.0
B,purpose,127.0,POWYS,33,23,,
B,purposes,127.0,POWYS,40,22,,
B,recreation,127.0,POWYS,32,30,,
B,relief,127.0,POWYS,41,38,,
B,relieve,127.0,POWYS,17,16,,
B,relieving,127.0,POWYS,4,4,42480.0,42480.0
B,see,127.0,POWYS,10,10,,
B,support,127.0,POWYS,33,29,,
B,towards,127.0,POWYS,7,6,,
B,trustees,127.0,POWYS,17,16,12000.0,9227.0
B,work,127.0,POWYS,9,7,,
B,advance,128.0,SHROPSHIRE,146,120,4384.709589041096,2656.3424657534247
B,advancement,128.0,SHROPSHIRE,84,47,308089.2602739726,293774.1260273973
B,apply,128.0,SHROPSHIRE,31,20,,
B,assist,128.0,SHROPSHIRE,36,34,53534.70958904109,36989.34246575343
B,ato,128.0,SHROPSHIRE,3,3,,
B,benefit,128.0,SHROPSHIRE,321,170,229129.71780821917,85642.75616438357
B,charitable,128.0,SHROPSHIRE,152,113,6490367.978082192,5780306.235616438
B,charitys,128.0,SHROPSHIRE,7,7,2320.219178082192,2255.972602739726
B,distribution,128.0,SHROPSHIRE,4,4,,
B,educate,128.0,SHROPSHIRE,21,21,1489.0,1394.0
B,education,128.0,SHROPSHIRE,295,217,8963008.764383562,9046107.893150685
B,enable,128.0,SHROPSHIRE,80,80,2320.219178082192,2255.972602739726
B,enhance,128.0,SHROPSHIRE,40,40,,
B,establish,128.0,SHROPSHIRE,8,8,2320.219178082192,2255.972602739726
B,general,128.0,SHROPSHIRE,147,45,10625.898630136986,8513.441095890412
B,help,128.0,SHROPSHIRE,14,14,,
B,improve,128.0,SHROPSHIRE,60,59,,
B,income,128.0,SHROPSHIRE,58,41,34252.89863013699,34570.02739726027
B,instruction,128.0,SHROPSHIRE,13,12,,
B,maintenance,128.0,SHROPSHIRE,33,32,6157731.1561643835,5458480.175342466
B,object,128.0,SHROPSHIRE,54,47,8650294.45479452,8740676.153424658
B,objects,128.0,SHROPSHIRE,73,55,160017.2191780822,33759.97260273973
B,pay,128.0,SHROPSHIRE,13,9,240.33972602739726,9001.271232876712
B,payment,128.0,SHROPSHIRE,47,14,8652383.715068493,8742450.279452056
B,per,128.0,SHROPSHIRE,5,3,,
B,poor,128.0,SHROPSHIRE,234,73,11288.079452054793,8538.372602739726
B,preservation,128.0,SHROPSHIRE,17,17,9936.295890410958,6999.939726027398
B,preserve,128.0,SHROPSHIRE,18,18,,
B,prevention,128.0,SHROPSHIRE,14,11,307489.0,293394.0
B,promote,128.0,SHROPSHIRE,112,100,157697.0,31504.0
B,promoting,128.0,SHROPSHIRE,29,29,,
B,promotion,128.0,SHROPSHIRE,22,21,,
B,provide,128.0,SHROPSHIRE,112,97,4049.558904109589,12651.243835616438
B,providing,128.0,SHROPSHIRE,76,67,161806.7095890411,33199.34246575342
B,provision,128.0,SHROPSHIRE,143,117,6198.969863013698,3469.468493150685
B,public,128.0,SHROPSHIRE,189,128,8656168.164383562,8744726.49589041
B,purchase,128.0,SHROPSHIRE,7,7,8238.367123287671,4768.898630136987
B,purpose,128.0,SHROPSHIRE,56,39,306000.0,292000.0
B,purposes,128.0,SHROPSHIRE,100,64,6466051.375342466,5752736.147945206
B,recreation,128.0,SHROPSHIRE,64,58,,
B,relief,128.0,SHROPSHIRE,85,76,308320.2191780822,294255.9726027397
B,relieve,128.0,SHROPSHIRE,54,52,5598.709589041096,3089.3424657534247
B,relieving,128.0,SHROPSHIRE,16,15,49425.0,35294.0
B,safeguard,128.0,SHROPSHIRE,3,3,,
B,see,128.0,SHROPSHIRE,42,36,,
B,support,128.0,SHROPSHIRE,68,57,6157731.1561643835,5458480.175342466
B,towards,128.0,SHROPSHIRE,23,21,1729.3397260273973,10395.271232876712
B,townswomens,128.0,SHROPSHIRE,3,3,,
B,trustees,128.0,SHROPSHIRE,78,60,6157731.1561643835,5458480.175342466
B,unit,128.0,SHROPSHIRE,5,5,306000.0,292000.0
B,work,128.0,SHROPSHIRE,32,30,2320.219178082192,2255.972602739726
B,advance,129.0,SOMERSET,268,226,58667.18904109589,44512.80547945206
B,advancement,129.0,SOMERSET,111,102,2628725.2904109587,2620218.698630137
B,apply,129.0,SOMERSET,27,24,,
B,assist,129.0,SOMERSET,51,45,46664.0,32969.0
B,ato,129.0,SOMERSET,3,3,,
B,benefit,129.0,SOMERSET,377,279,996453.6191780823,1158687.901369863
B,charitable,129.0,SOMERSET,227,167,18475791.380821917,18625540.47671233
B,charitys,129.0,SOMERSET,11,10,,
B,distribution,129.0,SOMERSET,16,16,,
B,educate,129.0,SOMERSET,24,24,148040.0,151069.0
B,education,129.0,SOMERSET,550,432,3582672.597260274,3616661.671232877
B,enable,129.0,SOMERSET,150,149,198274.2904109589,298225.69863013696
B,enhance,129.0,SOMERSET,86,86,,
B,establish,129.0,SOMERSET,15,15,,
B,general,129.0,SOMERSET,82,64,162020.7698630137,118981.16438356164
B,help,129.0,SOMERSET,29,28,828417.8301369863,897835.4438356165
B,improve,129.0,SOMERSET,76,76,,
B,income,129.0,SOMERSET,61,56,778828.208219178,998108.6273972603
B,instruction,129.0,SOMERSET,17,15,3291.0,600.0
B,maintenance,129.0,SOMERSET,70,61,346314.2904109589,449294.69863013696
B,object,129.0,SOMERSET,83,79,1312302.6246575343,41564.96164383562
B,objects,129.0,SOMERSET,117,95,52006.46575342466,42044.78082191781
B,pay,129.0,SOMERSET,15,13,,
B,payment,129.0,SOMERSET,18,8,219055.2876712329,321054.4438356164
B,per,129.0,SOMERSET,7,7,,
B,poor,129.0,SOMERSET,186,115,961150.5643835618,1096672.6246575343
B,preservation,129.0,SOMERSET,37,36,,
B,preserve,129.0,SOMERSET,33,33,,
B,prevention,129.0,SOMERSET,17,16,2332590.0,2226102.0
B,promote,129.0,SOMERSET,190,171,1004732.0,708445.0
B,promoting,129.0,SOMERSET,69,64,2133000.0,3016000.0
B,promotion,129.0,SOMERSET,47,46,3291.0,600.0
B,provide,129.0,SOMERSET,229,199,168334.25205479452,137523.3095890411
B,providing,129.0,SOMERSET,144,124,244938.2904109589,331194.69863013696
B,provision,129.0,SOMERSET,259,211,4107385.8301369864,3768573.4438356166
B,public,129.0,SOMERSET,359,228,78692.0,71295.0
B,purchase,129.0,SOMERSET,14,12,483000.0,637000.0
B,purpose,129.0,SOMERSET,73,53,6110274.756164383,6861879.479452055
B,purposes,129.0,SOMERSET,163,125,19816317.153424658,18687634.501369867
B,recreation,129.0,SOMERSET,102,99,1312302.6246575343,41564.96164383562
B,relief,129.0,SOMERSET,168,145,6328643.838356164,7020089.263013698
B,relieve,129.0,SOMERSET,82,71,128.64657534246575,0.0
B,relieving,129.0,SOMERSET,10,10,0.0,0.0
B,safeguard,129.0,SOMERSET,5,5,,
B,see,129.0,SOMERSET,48,48,300.0,1000.0
B,support,129.0,SOMERSET,125,106,0.0,0.0
B,towards,129.0,SOMERSET,34,33,123368.99726027397,102261.74520547946
B,trustees,129.0,SOMERSET,119,91,12813290.819178082,12405171.238356166
B,unit,129.0,SOMERSET,7,6,3574068.0,4328476.0
B,work,129.0,SOMERSET,48,42,,
B,works,129.0,SOMERSET,9,7,,
B,advance,130.0,STAFFORDSHIRE,372,316,120774.99726027397,50446.98630136986
B,advancement,130.0,STAFFORDSHIRE,111,101,1394000.0,2084000.0
B,apply,130.0,STAFFORDSHIRE,27,22,3370.0,2969.0
B,assist,130.0,STAFFORDSHIRE,51,47,,
B,ato,130.0,STAFFORDSHIRE,5,5,,
B,benefit,130.0,STAFFORDSHIRE,446,272,2508756.1315068495,2749982.7863013702
B,charitable,130.0,STAFFORDSHIRE,452,175,9453518.42739726,9727270.816438356
B,charitys,130.0,STAFFORDSHIRE,14,11,115323.97260273973,44902.219178082196
B,distribution,130.0,STAFFORDSHIRE,10,10,13064.109589041096,12127.931506849316
B,educate,130.0,STAFFORDSHIRE,38,38,19834.0,20295.0
B,education,130.0,STAFFORDSHIRE,649,526,1458530.7479452055,2159996.221917808
B,enable,130.0,STAFFORDSHIRE,98,97,5451.024657534246,5544.767123287671
B,enhance,130.0,STAFFORDSHIRE,76,76,33788.17534246575,26664.745205479452
B,establish,130.0,STAFFORDSHIRE,14,14,,
B,general,130.0,STAFFORDSHIRE,113,66,1419294.610958904,2096507.7287671233
B,help,130.0,STAFFORDSHIRE,24,22,,
B,improve,130.0,STAFFORDSHIRE,106,104,5451.024657534246,5544.767123287671
B,income,130.0,STAFFORDSHIRE,89,61,585723.1287671233,545695.9917808219
B,instruction,130.0,STAFFORDSHIRE,24,22,,
B,main,130.0,STAFFORDSHIRE,69,69,5451.024657534246,5544.767123287671
B,maintenance,130.0,STAFFORDSHIRE,58,52,6157747.112328767,5458496.131506849
B,object,130.0,STAFFORDSHIRE,93,87,,
B,objects,130.0,STAFFORDSHIRE,126,88,115323.97260273973,44902.219178082196
B,pay,130.0,STAFFORDSHIRE,4,3,240.33972602739726,9001.271232876712
B,payment,130.0,STAFFORDSHIRE,18,16,,
B,per,130.0,STAFFORDSHIRE,3,3,,
B,poor,130.0,STAFFORDSHIRE,267,137,26366.92876712329,27719.09863013699
B,preservation,130.0,STAFFORDSHIRE,36,32,,
B,preserve,130.0,STAFFORDSHIRE,19,19,,
B,prevention,130.0,STAFFORDSHIRE,16,12,,
B,promote,130.0,STAFFORDSHIRE,209,179,,
B,promoting,130.0,STAFFORDSHIRE,58,53,,
B,promotion,130.0,STAFFORDSHIRE,54,44,,
B,provide,130.0,STAFFORDSHIRE,204,184,85715.51506849314,81833.01643835616
B,providing,130.0,STAFFORDSHIRE,131,115,128344.97260273973,66322.21917808219
B,provision,130.0,STAFFORDSHIRE,254,213,136594.97260273973,75322.21917808219
B,public,130.0,STAFFORDSHIRE,358,259,41676.024657534246,50228.767123287675
B,purchase,130.0,STAFFORDSHIRE,12,9,,
B,purpose,130.0,STAFFORDSHIRE,377,138,12745086.887671234,13408369.693150684
B,purposes,130.0,STAFFORDSHIRE,361,106,9447788.838356163,9742059.942465752
B,recreation,130.0,STAFFORDSHIRE,114,103,,
B,relief,130.0,STAFFORDSHIRE,172,150,1394000.0,2084000.0
B,relieve,130.0,STAFFORDSHIRE,93,81,,
B,relieving,130.0,STAFFORDSHIRE,17,16,,
B,safeguard,130.0,STAFFORDSHIRE,6,6,,
B,see,130.0,STAFFORDSHIRE,75,74,1873457.0,2164971.0
B,support,130.0,STAFFORDSHIRE,123,108,9392876.156164384,9676069.175342467
B,towards,130.0,STAFFORDSHIRE,38,34,135628.39452054794,124994.60821917807
B,townswomens,130.0,STAFFORDSHIRE,4,4,,
B,trustees,130.0,STAFFORDSHIRE,104,76,6161234.1561643835,5461551.175342466
B,unit,130.0,STAFFORDSHIRE,30,8,1426312.0,2115382.0
B,work,130.0,STAFFORDSHIRE,43,41,,
B,works,130.0,STAFFORDSHIRE,8,7,,
B,advance,131.0,SUFFOLK,375,306,25471123.25479452,19229564.556164384
B,advancement,131.0,SUFFOLK,121,102,131215.0,460022.0
B,apply,131.0,SUFFOLK,30,22,25601821.10136986,19686779.416438356
B,assist,131.0,SUFFOLK,88,79,1975570.693150685,669183.397260274
B,ato,131.0,SUFFOLK,6,6,,
B,benefit,131.0,SUFFOLK,417,305,25915106.035616435,19539390.90958904
B,charitable,131.0,SUFFOLK,278,201,674121.2356164383,940998.4356164383
B,charitys,131.0,SUFFOLK,16,16,,
B,distribution,131.0,SUFFOLK,13,13,,
B,educate,131.0,SUFFOLK,27,27,,
B,education,131.0,SUFFOLK,743,523,25610354.25479452,19696931.556164384
B,enable,131.0,SUFFOLK,165,160,,
B,enhance,131.0,SUFFOLK,77,77,952829.0,1957527.0
B,establish,131.0,SUFFOLK,19,18,,
B,general,131.0,SUFFOLK,90,73,73813.75890410959,39770.83561643836
B,help,131.0,SUFFOLK,53,49,14851.213698630138,9574.98904109589
B,improve,131.0,SUFFOLK,117,113,16789.0,14405.0
B,income,131.0,SUFFOLK,72,53,42116822.21917809,34035723.24109589
B,instruction,131.0,SUFFOLK,13,12,14579061.632876713,13716866.301369863
B,main,131.0,SUFFOLK,37,37,14589850.94520548,13725042.904109588
B,maintenance,131.0,SUFFOLK,73,61,46530003.443835616,39066840.09041096
B,object,131.0,SUFFOLK,143,131,27169.208219178083,43869.87397260274
B,objects,131.0,SUFFOLK,152,128,7051.0,6951.0
B,pay,131.0,SUFFOLK,11,10,,
B,payment,131.0,SUFFOLK,14,12,1949519.1780821919,639455.2547945206
B,per,131.0,SUFFOLK,8,7,,
B,poor,131.0,SUFFOLK,193,116,393946.0575342466,269063.48493150686
B,preservation,131.0,SUFFOLK,43,40,8016.0,7345.0
B,preserve,131.0,SUFFOLK,36,32,25465238.553424656,19225804.85479452
B,prevention,131.0,SUFFOLK,15,14,130715.0,459987.0
B,promote,131.0,SUFFOLK,180,155,25485681.761643834,19245541.728767123
B,promoting,131.0,SUFFOLK,110,76,,
B,promotion,131.0,SUFFOLK,74,58,13392.208219178083,12785.87397260274
B,provide,131.0,SUFFOLK,252,238,26451041.709589038,21206415.95068493
B,providing,131.0,SUFFOLK,218,165,14607520.84109589,13743948.175342465
